across_within,measure,model,var,coef,pvalue,tool,pvalue_adjusted,significant,significant_robustness_firstsessiononly,significant_robustness_session1only,significant_robustness_session2only,significant_robustness_BMIweight1
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight,const,-19.23867391862345,0.00877305852600211,mocap,0.09023717341030743,False,False,False,False,False
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight,avg_mocap_biacromial_breadth,1.7692247493656046,0.00033834640888147187,mocap,0.006960268982704565,True,True,True,True,True
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight,avg_BMI,0.8004712519668173,0.01575291612526369,mocap,0.12962399554502693,False,False,False,False,
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight,avg_weight,-0.20114967289347666,0.0043185653131826065,mocap,0.06549256277929386,False,False,False,True,
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight + sex,const,-12.873415327357424,0.21320069339092693,mocap,0.4548281459006441,False,False,False,False,False
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight + sex,avg_mocap_biacromial_breadth,1.5299228266881164,0.007605500632011951,mocap,0.08129434309010619,False,False,False,False,False
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight + sex,avg_BMI,0.7322373560428386,0.03403335272771643,mocap,0.1782110106469515,False,False,False,False,
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight + sex,avg_weight,-0.25099949872962773,0.015014933378439997,mocap,0.1271853180291388,False,False,False,False,
across,biacromial_breadth,avg_mocap_biacromial_breadth + avg_BMI + avg_weight + sex,sex_Male,1.7355629026046056,0.4233440702924057,mocap,0.6658088740655678,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length,const,-8.121769596548628,0.24363357378814424,mocap,0.4839066844895554,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length,avg_mocap_upper_arm_length,0.26558162190282647,0.23633314899223057,mocap,0.47975500369750956,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI,const,-8.00703383854809,0.39582447303344515,mocap,0.6440533798510294,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI,avg_mocap_upper_arm_length,0.26598361678714183,0.2636824645021569,mocap,0.5096681193061825,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI,avg_BMI,-0.005179078678842795,0.9844798813324926,mocap,0.9844798813324926,False,False,False,False,
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight,const,-17.996383367679567,0.44463281759462037,mocap,0.6814943979598359,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight,avg_mocap_upper_arm_length,0.5482271030084762,0.40214341289762323,mocap,0.6485993402792061,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight,avg_BMI,0.35793833221318705,0.6612112207907459,mocap,0.8184472999523725,False,False,False,False,
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight,avg_weight,-0.10774773021911821,0.6362272031591891,mocap,0.811212897408879,False,False,False,False,
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight + sex,const,-15.662290712012608,0.46533588036882323,mocap,0.6872653002370313,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight + sex,avg_mocap_upper_arm_length,0.26004988504613435,0.6707502356511817,mocap,0.8255387515706852,False,False,False,False,False
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight + sex,avg_BMI,-0.16891118083305953,0.8343488465323643,mocap,0.91019874167167,False,False,False,False,
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight + sex,avg_weight,0.200908923305148,0.482667459234964,mocap,0.6985338103500986,False,False,False,False,
across,upper_arm_length,avg_mocap_upper_arm_length + avg_BMI + avg_weight + sex,sex_Male,-4.874760816289626,0.13899413015490927,mocap,0.4033655915978158,False,False,False,False,False
across,standing_height,avg_ruler_standing_height,const,2.5867911205445013,0.3362831229958264,ruler,0.6150301082398265,False,False,False,False,False
across,standing_height,avg_ruler_standing_height,avg_ruler_standing_height,-0.017941079389485214,0.2610946969421459,ruler,0.5080761670225542,False,False,False,False,False
across,standing_height,avg_ruler_standing_height + avg_BMI,const,1.033439843350203,0.6969048996387093,ruler,0.8396221463008076,False,False,False,False,False
across,standing_height,avg_ruler_standing_height + avg_BMI,avg_ruler_standing_height,-0.022634668817896355,0.14792167578850515,ruler,0.41161836121300904,False,False,False,False,False
across,standing_height,avg_ruler_standing_height + avg_BMI,avg_BMI,0.09569452302231489,0.14285864702422643,ruler,0.4033655915978158,False,False,False,False,
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight,const,-27.39550343812015,0.4616318878805791,ruler,0.6872653002370313,False,False,False,False,False
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight,avg_ruler_standing_height,0.14290345672756088,0.5080272785323491,ruler,0.7168584025604957,False,False,False,False,False
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight,avg_BMI,0.7096295914652991,0.3810170638890614,ruler,0.6306489333336189,False,False,False,False,
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight,avg_weight,-0.20719109010735187,0.44431233073634213,ruler,0.6814943979598359,False,False,False,False,
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight + sex,const,-16.322451019371393,0.6340981563227193,ruler,0.811212897408879,False,False,False,False,False
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight + sex,avg_ruler_standing_height,0.08778876487883053,0.6579553823692442,ruler,0.8184472999523725,False,False,False,False,False
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight + sex,avg_BMI,0.5518074466517904,0.4566744731130704,ruler,0.6852217274101517,False,False,False,False,
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight + sex,avg_weight,-0.18417135282396419,0.45681448494010113,ruler,0.6852217274101517,False,False,False,False,
across,standing_height,avg_ruler_standing_height + avg_BMI + avg_weight + sex,sex_Male,1.0380949428608963,0.14219233316836621,ruler,0.4033655915978158,False,False,False,False,False
across,wingspan,avg_ruler_wingspan,const,-6.049161353206351,0.22233924730003435,ruler,0.4666815861641178,False,False,False,False,False
across,wingspan,avg_ruler_wingspan,avg_ruler_wingspan,0.03622629249076066,0.20957584104986848,ruler,0.4542393235624851,False,False,False,False,False
across,wingspan,avg_ruler_wingspan + avg_BMI,const,-8.121230805883421,0.14863996377136438,ruler,0.41161836121300904,False,False,False,False,False
across,wingspan,avg_ruler_wingspan + avg_BMI,avg_ruler_wingspan,0.02720237411757321,0.36797553707475117,ruler,0.6306489333336189,False,False,False,False,False
across,wingspan,avg_ruler_wingspan + avg_BMI,avg_BMI,0.14742813830057228,0.3618670813702779,ruler,0.6306489333336189,False,False,False,False,
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight,const,-33.802159047516064,0.013804608427627743,ruler,0.1242414758486497,False,False,False,False,False
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight,avg_ruler_wingspan,0.18903445460997964,0.02216069943928525,ruler,0.14875520179552992,False,False,False,False,False
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight,avg_BMI,0.8326368292357941,0.021513669323013355,ruler,0.14875520179552992,False,False,False,False,
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight,avg_weight,-0.26578003678596474,0.032969727985240255,ruler,0.17583854925461467,False,False,False,False,
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight + sex,const,-36.227274780192346,0.010218962334293624,ruler,0.09810203840921879,False,False,False,False,False
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight + sex,avg_ruler_wingspan,0.1878346419115129,0.021277385581335167,ruler,0.14875520179552992,False,False,False,False,False
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight + sex,avg_BMI,0.7550448631371456,0.03252142916706717,ruler,0.17583854925461467,False,False,False,False,
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight + sex,avg_weight,-0.19023262554738682,0.13624811272287646,ruler,0.4033655915978158,False,False,False,False,
across,wingspan,avg_ruler_wingspan + avg_BMI + avg_weight + sex,sex_Male,-1.6794340245657167,0.21781177898328674,ruler,0.4612484731410778,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height,const,-26.733651551312644,0.04490743629982579,ruler,0.2163048838195832,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height,avg_ruler_sitting_height,0.2988066825775656,0.045993744577144224,ruler,0.2163048838195832,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height + avg_BMI,const,-20.03995357448688,0.18096387725067964,ruler,0.44723041473553743,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height + avg_BMI,avg_ruler_sitting_height,0.29422549485462296,0.053228211762331314,ruler,0.22317266020462628,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height + avg_BMI,avg_BMI,-0.2560153476366067,0.38086700033631815,ruler,0.6306489333336189,False,False,False,False,
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight,const,-55.93975243865938,0.3026707698973972,ruler,0.5734814587529631,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight,avg_ruler_sitting_height,0.6429392305604388,0.22820394870389052,ruler,0.472825447674248,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight,avg_BMI,0.6203604968346548,0.6259390850859239,ruler,0.811212897408879,False,False,False,False,
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight,avg_weight,-0.23294788527816718,0.4825933640349528,ruler,0.6985338103500986,False,False,False,False,
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight + sex,const,-48.58146708953039,0.5011406235317148,ruler,0.7109778304292309,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight + sex,avg_ruler_sitting_height,0.5819754741719464,0.38636190150009314,ruler,0.635841300754439,False,False,False,False,False
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight + sex,avg_BMI,0.5104000079295783,0.7348876649793917,ruler,0.8564892879249992,False,False,False,False,
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight + sex,avg_weight,-0.22750050065164834,0.5235816806351329,ruler,0.7214905455642023,False,False,False,False,
across,sitting_height,avg_ruler_sitting_height + avg_BMI + avg_weight + sex,sex_Male,0.7323823803447395,0.8656803736368976,ruler,0.9115876603622988,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length,const,6.573652334951667,0.698614669492001,ruler,0.8396221463008076,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length,avg_ruler_upper_leg_length,-0.1708794233945637,0.6292640221623826,ruler,0.811212897408879,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI,const,2.562055505597769,0.8839233407791225,ruler,0.9157191444042708,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI,avg_ruler_upper_leg_length,-0.3097609756154587,0.4276897281323959,ruler,0.6658088740655678,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI,avg_BMI,0.43469998710845603,0.3583954977971021,ruler,0.6306489333336189,False,False,False,False,
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight,const,4.499678615502369,0.8715540303743441,ruler,0.9115876603622988,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight,avg_ruler_upper_leg_length,-0.3528777563857873,0.5695523904630053,ruler,0.7600529635773319,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight,avg_BMI,0.38317838650517644,0.6058576334840462,ruler,0.7967442851297045,False,False,False,False,
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight,avg_weight,0.01962144050124867,0.9251547537766192,ruler,0.9549984555113488,False,False,False,False,
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight + sex,const,5.227615853554566,0.8602734255894167,ruler,0.9115876603622988,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight + sex,avg_ruler_upper_leg_length,-0.44866064247824056,0.5333155437338337,ruler,0.7245041348836986,False,False,False,False,False
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight + sex,avg_BMI,0.24830310848426373,0.7772945507638893,ruler,0.8883366294444449,False,False,False,False,
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight + sex,avg_weight,0.1350822814806953,0.7375324423798604,ruler,0.8564892879249992,False,False,False,False,
across,upper_leg_length,avg_ruler_upper_leg_length + avg_BMI + avg_weight + sex,sex_Male,-2.073352063452828,0.7309394526155482,ruler,0.8564892879249992,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth,const,-25.214947647129623,0.058236272856296144,ruler,0.2325555477896206,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth,avg_ruler_biacromial_breadth,0.8258514863401132,0.040096733513458736,ruler,0.20621177235493066,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI,const,-39.405780075963165,0.025629760407505107,ruler,0.16046458689916243,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI,avg_ruler_biacromial_breadth,0.6649170920147252,0.08926116509598099,ruler,0.32957968650823755,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI,avg_BMI,0.797135777622987,0.17567581666471951,ruler,0.44723041473553743,False,False,False,False,
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight,const,-5.21461877679137,0.8572667870192204,ruler,0.9115876603622988,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight,avg_ruler_biacromial_breadth,-0.4579235893368071,0.6108547357711397,ruler,0.7996643813731283,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight,avg_BMI,-0.6553417653780516,0.5858671222018021,ruler,0.7775563649498572,False,False,False,False,
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight,avg_weight,0.5486879962596527,0.19743652812897056,ruler,0.44817845817842816,False,False,False,False,
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight + sex,const,-32.386292286070066,0.35334260453398403,ruler,0.6281646302826382,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight + sex,avg_ruler_biacromial_breadth,0.03847781720534743,0.9665495427501671,ruler,0.9731070383124276,False,False,False,False,False
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight + sex,avg_BMI,-0.50005154890342,0.6609075879180815,ruler,0.8184472999523725,False,False,False,False,
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight + sex,avg_weight,0.7009624623294537,0.10959762868363619,ruler,0.3757632983438955,False,False,False,False,
across,biacromial_breadth,avg_ruler_biacromial_breadth + avg_BMI + avg_weight + sex,sex_Male,-8.173632089979415,0.19712104274034892,ruler,0.44817845817842816,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length,const,-7.888801879404861,0.6398772641016715,ruler,0.811212897408879,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length,avg_ruler_upper_arm_length,0.21546034232017017,0.6237950709210864,ruler,0.811212897408879,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI,const,-2.967960853714569,0.8661960810889437,ruler,0.9115876603622988,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI,avg_ruler_upper_arm_length,0.30926475907487716,0.49692456542842567,ruler,0.7084865091256761,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI,avg_BMI,-0.34688924264091736,0.3500309062350021,ruler,0.6261422422091963,False,False,False,False,
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight,const,-47.29366498672998,0.05197378919362882,ruler,0.22317266020462628,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight,avg_ruler_upper_arm_length,1.4245937954906607,0.026427898189648455,ruler,0.16194116337486714,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight,avg_BMI,0.7210773143079785,0.165055317786151,ruler,0.4392863327960774,False,False,False,False,
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight,avg_weight,-0.3467850120271068,0.025140823398467824,ruler,0.16046458689916243,False,False,False,False,
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight + sex,const,-14.30853650203239,0.5326314329154056,ruler,0.7245041348836986,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight + sex,avg_ruler_upper_arm_length,0.8173942686436515,0.1421471512613602,ruler,0.4033655915978158,False,False,False,False,False
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight + sex,avg_BMI,0.7033852342618718,0.10529171763582462,ruler,0.3653495744471987,False,False,False,False,
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight + sex,avg_weight,-0.5232185488727077,0.004320689905578414,ruler,0.06549256277929386,False,False,False,True,
across,upper_arm_length,avg_ruler_upper_arm_length + avg_BMI + avg_weight + sex,sex_Male,6.586846044165476,0.052142671442330535,ruler,0.22317266020462628,False,False,False,False,False
