across_within,measure,model,var,coef,pvalue
within,standing_height,avg_standing_height,const,-11.925836663567265,0.3143873541779676
within,standing_height,avg_standing_height,avg_standing_height,-0.08845890664743362,0.23429777414423258
within,standing_height,avg_standing_height + session_no,const,-11.925836663567265,0.3143873541779676
within,standing_height,avg_standing_height + session_no,avg_standing_height,-0.08845890664743362,0.23429777414423258
within,standing_height,avg_standing_height + session_no + BMI,const,-7.992378500643098,0.49545549422984214
within,standing_height,avg_standing_height + session_no + BMI,avg_standing_height,-0.06588453291208192,0.3681709734325572
within,standing_height,avg_standing_height + session_no + BMI,BMI,-0.3091944661838782,0.1631336066469064
within,standing_height,avg_standing_height + session_no + BMI + weight,const,-160.07326794006272,0.0016416811967477126
within,standing_height,avg_standing_height + session_no + BMI + weight,avg_standing_height,0.8411324836580016,0.004226370179191863
within,standing_height,avg_standing_height + session_no + BMI + weight,BMI,3.1355418080766353,0.004521875540928987
within,standing_height,avg_standing_height + session_no + BMI + weight,weight,-1.0470349819479283,0.002067947240676695
within,standing_height,avg_standing_height + session_no + BMI + weight + sex,const,-211.0898103395039,0.0002770230798357552
within,standing_height,avg_standing_height + session_no + BMI + weight + sex,avg_standing_height,1.1276078636294808,0.0006375143007450545
within,standing_height,avg_standing_height + session_no + BMI + weight + sex,BMI,4.018840535730951,0.0006996697145521778
within,standing_height,avg_standing_height + session_no + BMI + weight + sex,weight,-1.2393149600286704,0.00036827875570739937
within,standing_height,avg_standing_height + session_no + BMI + weight + sex,sex_Male,-3.841284989157328,0.04474281578875559
within,wingspan,avg_wingspan,const,1.4487908927333413,0.8533073062508447
within,wingspan,avg_wingspan,avg_wingspan,-0.24971760529346212,9.865687133286254e-05
within,wingspan,avg_wingspan + session_no,const,1.4487908927333413,0.8533073062508447
within,wingspan,avg_wingspan + session_no,avg_wingspan,-0.24971760529346212,9.865687133286254e-05
within,wingspan,avg_wingspan + session_no + BMI,const,1.2229241566533597,0.8826867008809975
within,wingspan,avg_wingspan + session_no + BMI,avg_wingspan,-0.25163378184034874,0.00022767373597308216
within,wingspan,avg_wingspan + session_no + BMI,BMI,0.021477659975268192,0.9026850306350617
within,wingspan,avg_wingspan + session_no + BMI + weight,const,-10.684079523255114,0.6375560230458321
